driver_index,lap,lap_time,c_flag,time_start,time_end,position_start,position_end
5,30,52.79410000000007,3,1569.7207,1622.5148000000002,4.0,4.0
5,31,56.58659999999986,0,1622.5148000000002,1679.1014,4.0,4.0
5,32,52.83330000000001,0,1679.1014,1731.9347,4.0,3.0
5,33,52.94730000000004,0,1731.9347,1784.882,3.0,3.0
5,34,62.15879999999993,2,1784.882,1847.0408,3.0,6.0
5,35,57.464300000000094,2,1847.0408,1904.5051,6.0,6.0
5,36,52.88740000000007,0,1904.5051,1957.3925000000002,6.0,5.0
5,37,52.405899999999974,0,1957.3925000000002,2009.7984000000001,5.0,4.0
5,38,52.94889999999987,0,2009.7984000000001,2062.7473,4.0,4.0
5,39,52.83999999999969,3,2062.7473,2115.5872999999997,4.0,4.0
5,40,54.33710000000019,0,2115.5872999999997,2169.9244,4.0,4.0
5,41,52.501000000000204,0,2169.9244,2222.4254,4.0,4.0
5,42,52.4396999999999,2,2222.4254,2274.8651,4.0,4.0
5,43,53.07159999999976,2,2274.8651,2327.9366999999997,4.0,4.0
5,44,53.83480000000009,2,2327.9366999999997,2381.7715,4.0,4.0
5,45,52.55169999999998,0,2381.7715,2434.3232,4.0,4.0
5,46,52.7492000000002,2,2434.3232,2487.0724,4.0,4.0
5,47,53.27070000000003,2,2487.0724,2540.3431,4.0,4.0
5,48,53.06489999999985,2,2540.3431,2593.408,4.0,4.0
5,49,52.978799999999865,3,2593.408,2646.3867999999998,4.0,4.0
5,50,53.27109999999993,3,2646.3867999999998,2699.6578999999997,4.0,4.0
5,51,54.445300000000316,0,2699.6578999999997,2754.1032,4.0,4.0
6,1,57.7633,3,0.0,57.7633,4.0,4.0
6,2,53.240300000000005,3,57.7633,111.0036,4.0,4.0
6,3,54.16779999999997,3,111.0036,165.17139999999998,4.0,3.0
6,4,53.32310000000001,1,165.17139999999998,218.4945,3.0,2.0
6,5,52.90009999999998,1,218.4945,271.39459999999997,2.0,2.0
6,6,53.247600000000034,0,271.39459999999997,324.6422,2.0,2.0
6,7,53.31079999999997,1,324.6422,377.953,2.0,2.0
6,8,53.55830000000003,1,377.953,431.5113,2.0,2.0
6,9,53.47769999999997,0,431.5113,484.989,2.0,2.0
6,10,52.781199999999956,0,484.989,537.7701999999999,2.0,2.0
6,11,52.920900000000074,0,537.7701999999999,590.6911,2.0,2.0
6,12,53.14289999999994,0,590.6911,643.834,2.0,2.0
6,13,53.180000000000064,2,643.834,697.014,2.0,2.0
6,14,53.47829999999999,2,697.014,750.4923,2.0,2.0
6,15,62.2894,2,750.4923,812.7817,2.0,5.0
6,16,57.68179999999995,3,812.7817,870.4635,5.0,7.0
6,17,54.039800000000014,3,870.4635,924.5033,7.0,7.0
6,18,54.45349999999996,0,924.5033,978.9567999999999,7.0,6.0
6,19,53.01690000000008,0,978.9567999999999,1031.9737,6.0,5.0
6,20,52.83699999999999,2,1031.9737,1084.8107,5.0,4.0
6,21,53.38409999999999,0,1084.8107,1138.1948,4.0,3.0
6,22,52.7976000000001,0,1138.1948,1190.9924,3.0,3.0
6,23,53.16759999999999,0,1190.9924,1244.16,3.0,3.0
6,24,53.065200000000004,0,1244.16,1297.2252,3.0,3.0
6,25,53.047399999999925,0,1297.2252,1350.2726,3.0,3.0
6,26,53.05520000000001,0,1350.2726,1403.3278,3.0,3.0
6,27,53.35750000000007,3,1403.3278,1456.6853,3.0,2.0
